TP2,TP3,H1,DV_pressure,Reservoirs,Oil_temperature,Motor_current,COMP,DV_eletric,Towers,MPG
7.933999999999999,7.742000000000001,-0.0079999999999991,2.1080000000000005,7.744,77.125,5.395000000000001,0.0,1.0,0.0,0.0
7.948,7.763999999999999,-0.0060000000000002,2.116,7.766,77.3,5.415000000000001,0.0,1.0,0.0,0.0
7.960000000000001,7.782,-0.0060000000000002,2.120000000000001,7.784000000000001,77.125,5.5725,0.0,1.0,0.0,0.0
7.971999999999999,7.798,-0.0060000000000002,2.128,7.800000000000001,76.925,5.5,0.0,1.0,0.0,0.0
6.561999999999999,7.795999999999999,-0.0079999999999991,1.6460000000000008,7.800000000000001,76.77499999999999,5.115,0.0,1.0,1.0,0.0
7.926,7.779999999999999,-0.0079999999999991,2.106,7.784000000000001,76.82500000000002,5.522499999999999,0.0,1.0,1.0,0.0
8.018,7.800000000000001,-0.0060000000000002,2.1419999999999995,7.804,76.875,5.5875,0.0,1.0,1.0,0.0
8.032,7.821999999999999,-0.0040000000000013,2.146000000000001,7.821999999999999,76.8,5.495000000000001,0.0,1.0,1.0,0.0
8.048,7.837999999999999,-0.0060000000000002,2.154,7.842,76.89999999999999,5.449999999999999,0.0,1.0,1.0,0.0
8.062,7.859999999999999,-0.0040000000000013,2.1580000000000013,7.862,76.925,5.5550000000000015,0.0,1.0,1.0,0.0
6.408,7.853999999999999,-0.0060000000000002,1.5940000000000012,7.856,77.025,5.220000000000001,0.0,1.0,0.0,0.0
7.699999999999999,7.837999999999999,-0.0040000000000013,2.030000000000001,7.842,77.1,5.4025,0.0,1.0,0.0,0.0
8.022,7.837999999999999,-0.0060000000000002,2.140000000000001,7.842,76.975,5.4350000000000005,0.0,1.0,0.0,0.0
8.036,7.856,-0.0040000000000013,2.148,7.859999999999999,76.69999999999999,5.535,0.0,1.0,0.0,0.0
8.044,7.869999999999999,-0.0060000000000002,2.146000000000001,7.872,76.525,5.592500000000001,0.0,1.0,0.0,0.0
8.054,7.880000000000001,-0.0060000000000002,2.152000000000001,7.884,76.325,5.522499999999999,0.0,1.0,0.0,0.0
6.8260000000000005,7.875999999999999,-0.0060000000000002,1.731999999999999,7.880000000000001,76.42500000000001,5.175000000000001,0.0,1.0,1.0,0.0
7.971999999999999,7.862,-0.0060000000000002,2.116,7.864000000000001,76.525,5.5075,0.0,1.0,1.0,0.0
8.094,7.878,-0.0040000000000013,2.164,7.878,76.0,5.605,0.0,1.0,1.0,0.0
8.1,7.896000000000001,-0.0040000000000013,2.164,7.894,76.0,5.532500000000001,0.0,1.0,1.0,0.0
8.114,7.914,-0.0040000000000013,2.1720000000000006,7.914,75.89999999999999,5.48,0.0,1.0,1.0,0.0
8.128,7.928000000000001,-0.0040000000000013,2.176,7.928000000000001,75.85,5.542499999999999,0.0,1.0,1.0,0.0
6.534000000000001,7.923999999999999,-0.0040000000000013,1.629999999999999,7.923999999999999,75.925,5.282500000000001,0.0,1.0,0.0,0.0
7.837999999999999,7.896000000000001,-0.0079999999999991,2.0700000000000003,7.896000000000001,76.125,5.432500000000001,0.0,1.0,0.0,0.0
8.08,7.898,-0.0060000000000002,2.155999999999999,7.9,76.175,5.462499999999999,0.0,1.0,0.0,0.0
8.088,7.912000000000001,-0.0079999999999991,2.16,7.914,76.22500000000001,5.542499999999999,0.0,1.0,0.0,0.0
8.098,7.926,-0.0060000000000002,2.16,7.926,76.29999999999998,5.5825,0.0,1.0,0.0,0.0
8.108,7.936,-0.0040000000000013,2.1660000000000004,7.938000000000001,76.22500000000001,5.522499999999999,0.0,1.0,0.0,0.0
6.904,7.928000000000001,-0.0040000000000013,1.7599999999999998,7.93,76.1,5.195,0.0,1.0,1.0,0.0
8.082,7.912000000000001,-0.0060000000000002,2.148,7.914,76.22500000000001,5.5550000000000015,0.0,1.0,1.0,0.0
8.15,7.93,-0.0040000000000013,2.178000000000001,7.933999999999999,76.2,5.627500000000001,0.0,1.0,1.0,0.0
8.158,7.946,-0.0079999999999991,2.18,7.949999999999999,76.125,5.532500000000001,0.0,1.0,1.0,0.0
8.17,7.964,-0.0060000000000002,2.186,7.965999999999999,75.925,5.48,0.0,1.0,1.0,0.0
8.186,7.98,-0.0079999999999991,2.193999999999999,7.984,76.075,5.549999999999999,0.0,1.0,1.0,0.0
6.742000000000001,7.933999999999999,-0.009999999999998,1.6980000000000004,7.938000000000001,76.175,5.295000000000002,0.0,1.0,0.0,0.0
7.874,7.912000000000001,-0.0079999999999991,2.08,7.914,76.29999999999998,5.48,0.0,1.0,0.0,0.0
8.108,7.92,-0.0060000000000002,2.161999999999999,7.923999999999999,76.57499999999999,5.452500000000001,0.0,1.0,0.0,0.0
8.112,7.933999999999999,-0.0060000000000002,2.164,7.936,76.42500000000001,5.545,0.0,1.0,0.0,0.0
8.118,7.936,-0.0060000000000002,2.1660000000000004,7.938000000000001,76.2,5.629999999999999,0.0,1.0,0.0,0.0
8.128,7.952,-0.0060000000000002,2.1739999999999995,7.952,76.1,5.5600000000000005,0.0,1.0,0.0,0.0
7.126,7.944000000000001,-0.0040000000000013,1.8260000000000003,7.946,75.925,5.2325,0.0,1.0,1.0,0.0
8.116,7.932,-0.0040000000000013,2.161999999999999,7.933999999999999,76.1,5.495000000000001,0.0,1.0,1.0,0.0
8.172,7.939999999999999,-0.0060000000000002,2.18,7.942,76.125,5.609999999999999,0.0,1.0,1.0,0.0
8.156,7.948,-0.0079999999999991,2.178000000000001,7.952,76.125,5.549999999999999,0.0,1.0,1.0,0.0
8.174,7.968,-0.0060000000000002,2.184000000000001,7.970000000000001,76.22500000000001,5.4725,0.0,1.0,1.0,0.0
8.19,7.984,-0.0040000000000013,2.192,7.986000000000001,76.22500000000001,5.535,0.0,1.0,1.0,0.0
6.958,7.970000000000001,-0.0060000000000002,1.7560000000000002,7.971999999999999,76.22500000000001,5.35,0.0,1.0,0.0,0.0
8.0,7.952,-0.0060000000000002,2.120000000000001,7.952,76.325,5.5025,0.0,1.0,0.0,0.0
8.148,7.962,-0.0040000000000013,2.1720000000000006,7.962,76.49999999999999,5.48,0.0,1.0,0.0,0.0
8.154,7.976000000000001,-0.0060000000000002,2.178000000000001,7.976000000000001,76.4,5.52,0.0,1.0,0.0,0.0
8.162,7.987999999999999,-0.0060000000000002,2.1820000000000004,7.992000000000001,76.275,5.622499999999999,0.0,1.0,0.0,0.0
8.172,8.0,-0.0079999999999991,2.186,8.002,76.2,5.612500000000001,0.0,1.0,0.0,0.0
7.186,7.99,-0.0079999999999991,1.846,7.992000000000001,76.35000000000001,5.272500000000001,0.0,1.0,1.0,0.0
8.176,7.978,-0.0079999999999991,2.186,7.981999999999999,76.49999999999999,5.532500000000001,0.0,1.0,1.0,0.0
8.21,7.996,-0.0079999999999991,2.2,8.0,76.67500000000001,5.664999999999999,0.0,1.0,1.0,0.0
